freq,attenuation_db
2.160000000000000000e+09,1.019295372970772817e+01
2.170000000000000000e+09,1.015937205386155640e+01
2.180000000000000000e+09,1.012566003933890713e+01
2.190000000000000000e+09,1.009181667044392583e+01
2.200000000000000000e+09,1.005784091956173398e+01
2.210000000000000000e+09,1.002373174697117442e+01
2.220000000000000000e+09,9.989488100653922231e+00
2.230000000000000000e+09,9.955108916099771221e+00
2.240000000000000000e+09,9.920593116108090470e+00
2.250000000000000000e+09,9.885939610585287696e+00
2.260000000000000000e+09,9.851147296338243819e+00
2.270000000000000000e+09,9.816215056863571320e+00
2.280000000000000000e+09,9.781141762132639528e+00
2.290000000000000000e+09,9.745926268372217649e+00
2.300000000000000000e+09,9.710567417840668014e+00
2.310000000000000000e+09,9.675064038599574090e+00
2.320000000000000000e+09,9.639414944280650488e+00
2.330000000000000000e+09,9.603618933847890560e+00
2.340000000000000000e+09,9.567674791354756181e+00
2.350000000000000000e+09,9.531581285696347550e+00
2.360000000000000000e+09,9.495337170356386025e+00
2.370000000000000000e+09,9.458941183148914078e+00
2.380000000000000000e+09,9.422392045954532946e+00
2.390000000000000000e+09,9.385688464451101609e+00
2.400000000000000000e+09,9.348829127838692798e+00
2.410000000000000000e+09,9.311812708558701246e+00
2.420000000000000000e+09,9.274637862006944289e+00
2.430000000000000000e+09,9.237303226240584308e+00
2.440000000000000000e+09,9.199807421678737995e+00
2.450000000000000000e+09,9.162149050796589478e+00
2.460000000000000000e+09,9.124326697812835008e+00
2.470000000000000000e+09,9.086338928370320644e+00
2.480000000000000000e+09,9.048184289209624254e+00
2.490000000000000000e+09,9.009861307835475230e+00
2.500000000000000000e+09,8.971368492175759712e+00
2.510000000000000000e+09,8.932704330232940748e+00
2.520000000000000000e+09,8.893867289727690917e+00
2.530000000000000000e+09,8.854855817734520684e+00
2.540000000000000000e+09,8.815668340309178674e+00
2.550000000000000000e+09,8.776303262107617797e+00
2.560000000000000000e+09,8.736758965996287429e+00
2.570000000000000000e+09,8.697033812653506502e+00
2.580000000000000000e+09,8.657126140161684802e+00
2.590000000000000000e+09,8.617034263590138465e+00
2.600000000000000000e+09,8.576756474568213662e+00
2.610000000000000000e+09,8.536291040848491107e+00
2.620000000000000000e+09,8.495636205859746326e+00
2.630000000000000000e+09,8.454790188249422300e+00
2.640000000000000000e+09,8.413751181415257463e+00
2.650000000000000000e+09,8.372517353025845210e+00
2.660000000000000000e+09,8.331086844529707491e+00
2.670000000000000000e+09,8.289457770652651547e+00
2.680000000000000000e+09,8.247628218882978146e+00
2.690000000000000000e+09,8.205596248944273086e+00
2.700000000000000000e+09,8.163359892255355632e+00
2.710000000000000000e+09,8.120917151377046395e+00
2.720000000000000000e+09,8.078265999445335410e+00
2.730000000000000000e+09,8.035404379590589841e+00
2.740000000000000000e+09,7.992330204342330546e+00
2.750000000000000000e+09,7.949041355019206279e+00
2.760000000000000000e+09,7.905535681103663670e+00
2.770000000000000000e+09,7.861810999600896466e+00
2.780000000000000000e+09,7.817865094381566848e+00
2.790000000000000000e+09,7.773695715507821902e+00
2.800000000000000000e+09,7.729300578542076749e+00
2.810000000000000000e+09,7.684677363838056330e+00
2.820000000000000000e+09,7.639823715813509608e+00
2.830000000000000000e+09,7.594737242204079308e+00
2.840000000000000000e+09,7.549415513297665470e+00
2.850000000000000000e+09,7.503856061148753476e+00
2.860000000000000000e+09,7.458056378771984463e+00
2.870000000000000000e+09,7.412013919314390797e+00
2.880000000000000000e+09,7.365726095205541668e+00
2.890000000000000000e+09,7.319190277284949531e+00
2.900000000000000000e+09,7.272403793905954927e+00
2.910000000000000000e+09,7.225363930015362257e+00
2.920000000000000000e+09,7.178067926208001381e+00
2.930000000000000000e+09,7.130512977755421922e+00
2.940000000000000000e+09,7.082696233607840064e+00
2.950000000000000000e+09,7.034614795368473672e+00
2.960000000000000000e+09,6.986265716239314472e+00
2.970000000000000000e+09,6.937645999937416263e+00
2.980000000000000000e+09,6.888752599580647562e+00
2.990000000000000000e+09,6.839582416541953869e+00
3.000000000000000000e+09,6.790132299270950966e+00
3.010000000000000000e+09,6.740399042081829606e+00
3.020000000000000000e+09,6.690379383906320143e+00
3.030000000000000000e+09,6.640070007010574926e+00
3.040000000000000000e+09,6.589467535674645049e+00
3.050000000000000000e+09,6.538568534833292034e+00
3.060000000000000000e+09,6.487369508676714247e+00
3.070000000000000000e+09,6.435866899209816694e+00
3.080000000000000000e+09,6.384057084768474333e+00
3.090000000000000000e+09,6.331936378491325179e+00
3.100000000000000000e+09,6.279501026745387904e+00
3.110000000000000000e+09,6.226747207503904313e+00
3.120000000000000000e+09,6.173671028674601935e+00
3.130000000000000000e+09,6.120268526376557716e+00
3.140000000000000000e+09,6.066535663163793224e+00
3.150000000000000000e+09,6.012468326193538104e+00
3.160000000000000000e+09,5.958062325337165177e+00
3.170000000000000000e+09,5.903313391231560736e+00
3.180000000000000000e+09,5.848217173268704272e+00
3.190000000000000000e+09,5.792769237521076420e+00
3.200000000000000000e+09,5.736965064600417996e+00
3.210000000000000000e+09,5.680800047447268852e+00
3.220000000000000000e+09,5.624269489048558057e+00
3.230000000000000000e+09,5.567368600080445873e+00
3.240000000000000000e+09,5.510092496473445678e+00
3.250000000000000000e+09,5.452436196896725207e+00
3.260000000000000000e+09,5.394394620158358578e+00
3.270000000000000000e+09,5.335962582518125608e+00
3.280000000000000000e+09,5.277134794909322579e+00
3.290000000000000000e+09,5.217905860065831902e+00
3.300000000000000000e+09,5.158270269550577325e+00
3.310000000000000000e+09,5.098222400681259536e+00
3.320000000000000000e+09,5.037756513349076926e+00
3.330000000000000000e+09,4.976866746725946200e+00
3.340000000000000000e+09,4.915547115855490645e+00
3.350000000000000000e+09,4.853791508122825782e+00
3.360000000000000000e+09,4.791593679597962563e+00
3.370000000000000000e+09,4.728947251247331174e+00
3.380000000000000000e+09,4.665845705007692246e+00
3.390000000000000000e+09,4.602282379716394978e+00
3.400000000000000000e+09,4.538250466891612156e+00
3.410000000000000000e+09,4.473743006355884511e+00
3.420000000000000000e+09,4.408752881695928494e+00
3.430000000000000000e+09,4.343272815551310728e+00
3.440000000000000000e+09,4.277295364724174931e+00
3.450000000000000000e+09,4.210812915101818987e+00
3.460000000000000000e+09,4.143817676383447335e+00
3.470000000000000000e+09,4.076301676601984170e+00
3.480000000000000000e+09,4.008256756431281431e+00
3.490000000000000000e+09,3.939674563268596330e+00
3.500000000000000000e+09,3.870546545081569256e+00
3.510000000000000000e+09,3.800863944008390227e+00
3.520000000000000000e+09,3.730617789699168352e+00
3.530000000000000000e+09,3.659798892385837554e+00
3.540000000000000000e+09,3.588397835667227032e+00
3.550000000000000000e+09,3.516404968995105129e+00
3.560000000000000000e+09,3.443810399846225057e+00
3.570000000000000000e+09,3.370603985564483374e+00
3.580000000000000000e+09,3.296775324856358047e+00
3.590000000000000000e+09,3.222313748921811882e+00
3.600000000000000000e+09,3.147208312201725366e+00
3.610000000000000000e+09,3.071447782721808295e+00
3.620000000000000000e+09,2.995020632011674344e+00
3.630000000000000000e+09,2.917915024576458016e+00
3.640000000000000000e+09,2.840118806896914982e+00
3.650000000000000000e+09,2.761619495932455148e+00
3.660000000000000000e+09,2.682404267099886663e+00
3.670000000000000000e+09,2.602459941698932688e+00
3.680000000000000000e+09,2.521772973753676261e+00
3.690000000000000000e+09,2.440329436237079097e+00
3.700000000000000000e+09,2.358115006643525025e+00
3.710000000000000000e+09,2.275114951872020619e+00
3.720000000000000000e+09,2.191314112380134294e+00
3.730000000000000000e+09,2.106696885566055055e+00
3.740000000000000000e+09,2.021247208333197154e+00
3.750000000000000000e+09,1.934948538788627825e+00
3.760000000000000000e+09,1.847783837023156739e+00
3.770000000000000000e+09,1.759735544917227168e+00
3.780000000000000000e+09,1.670785564912753651e+00
3.790000000000000000e+09,1.580915237686700170e+00
3.800000000000000000e+09,1.490105318657512168e+00
3.810000000000000000e+09,1.398335953250399388e+00
3.820000000000000000e+09,1.305586650841955798e+00
3.830000000000000000e+09,1.211836257298579467e+00
3.840000000000000000e+09,1.117062926016629376e+00
3.850000000000000000e+09,1.021244087365142494e+00
3.860000000000000000e+09,9.243564164241953041e-01
3.870000000000000000e+09,8.263757989035437346e-01
3.880000000000000000e+09,7.272772951169668154e-01
3.890000000000000000e+09,6.270351018776731955e-01
3.900000000000000000e+09,5.256225121691240343e-01
3.910000000000000000e+09,4.230118724335802938e-01
3.920000000000000000e+09,3.191745373074882375e-01
3.930000000000000000e+09,2.140808216183379409e-01
3.940000000000000000e+09,1.076999494417409664e-01
3.950000000000000000e+09,0.000000000000000000e+00
3.960000000000000000e+09,0.000000000000000000e+00
3.970000000000000000e+09,0.000000000000000000e+00
3.980000000000000000e+09,0.000000000000000000e+00
3.990000000000000000e+09,0.000000000000000000e+00
4.000000000000000000e+09,0.000000000000000000e+00
4.010000000000000000e+09,0.000000000000000000e+00
4.020000000000000000e+09,0.000000000000000000e+00
4.030000000000000000e+09,0.000000000000000000e+00
4.040000000000000000e+09,0.000000000000000000e+00
4.050000000000000000e+09,0.000000000000000000e+00
4.060000000000000000e+09,0.000000000000000000e+00
4.070000000000000000e+09,0.000000000000000000e+00
4.080000000000000000e+09,0.000000000000000000e+00
4.090000000000000000e+09,0.000000000000000000e+00
4.100000000000000000e+09,0.000000000000000000e+00
4.110000000000000000e+09,0.000000000000000000e+00
4.120000000000000000e+09,0.000000000000000000e+00
4.130000000000000000e+09,0.000000000000000000e+00
4.140000000000000000e+09,0.000000000000000000e+00
4.150000000000000000e+09,0.000000000000000000e+00
4.160000000000000000e+09,0.000000000000000000e+00
4.170000000000000000e+09,0.000000000000000000e+00
4.180000000000000000e+09,0.000000000000000000e+00
4.190000000000000000e+09,0.000000000000000000e+00
4.200000000000000000e+09,0.000000000000000000e+00
4.210000000000000000e+09,0.000000000000000000e+00
4.220000000000000000e+09,0.000000000000000000e+00
4.230000000000000000e+09,0.000000000000000000e+00
4.240000000000000000e+09,0.000000000000000000e+00
4.250000000000000000e+09,0.000000000000000000e+00
4.260000000000000000e+09,0.000000000000000000e+00
4.270000000000000000e+09,0.000000000000000000e+00
4.280000000000000000e+09,0.000000000000000000e+00
4.290000000000000000e+09,0.000000000000000000e+00
4.300000000000000000e+09,0.000000000000000000e+00
4.310000000000000000e+09,0.000000000000000000e+00
4.320000000000000000e+09,0.000000000000000000e+00
4.330000000000000000e+09,0.000000000000000000e+00
4.340000000000000000e+09,0.000000000000000000e+00
4.350000000000000000e+09,0.000000000000000000e+00
4.360000000000000000e+09,0.000000000000000000e+00
4.370000000000000000e+09,0.000000000000000000e+00
4.380000000000000000e+09,0.000000000000000000e+00
4.390000000000000000e+09,0.000000000000000000e+00
4.400000000000000000e+09,0.000000000000000000e+00
4.410000000000000000e+09,0.000000000000000000e+00
4.420000000000000000e+09,0.000000000000000000e+00
4.430000000000000000e+09,0.000000000000000000e+00
4.440000000000000000e+09,0.000000000000000000e+00
4.450000000000000000e+09,0.000000000000000000e+00
4.460000000000000000e+09,0.000000000000000000e+00
4.470000000000000000e+09,0.000000000000000000e+00
4.480000000000000000e+09,0.000000000000000000e+00
4.490000000000000000e+09,0.000000000000000000e+00
4.500000000000000000e+09,0.000000000000000000e+00
4.510000000000000000e+09,0.000000000000000000e+00
4.520000000000000000e+09,0.000000000000000000e+00
4.530000000000000000e+09,0.000000000000000000e+00
4.540000000000000000e+09,0.000000000000000000e+00
4.550000000000000000e+09,0.000000000000000000e+00
4.560000000000000000e+09,0.000000000000000000e+00
4.570000000000000000e+09,0.000000000000000000e+00
4.580000000000000000e+09,0.000000000000000000e+00
4.590000000000000000e+09,0.000000000000000000e+00
4.600000000000000000e+09,0.000000000000000000e+00
4.610000000000000000e+09,0.000000000000000000e+00
4.620000000000000000e+09,0.000000000000000000e+00
4.630000000000000000e+09,0.000000000000000000e+00
4.640000000000000000e+09,0.000000000000000000e+00
4.650000000000000000e+09,0.000000000000000000e+00
4.660000000000000000e+09,0.000000000000000000e+00
4.670000000000000000e+09,0.000000000000000000e+00
4.680000000000000000e+09,0.000000000000000000e+00
4.690000000000000000e+09,0.000000000000000000e+00
4.700000000000000000e+09,0.000000000000000000e+00
4.710000000000000000e+09,0.000000000000000000e+00
4.720000000000000000e+09,0.000000000000000000e+00
4.730000000000000000e+09,0.000000000000000000e+00
4.740000000000000000e+09,0.000000000000000000e+00
4.750000000000000000e+09,0.000000000000000000e+00
4.760000000000000000e+09,0.000000000000000000e+00
4.770000000000000000e+09,0.000000000000000000e+00
4.780000000000000000e+09,0.000000000000000000e+00
4.790000000000000000e+09,0.000000000000000000e+00
4.800000000000000000e+09,0.000000000000000000e+00
4.810000000000000000e+09,0.000000000000000000e+00
4.820000000000000000e+09,0.000000000000000000e+00
4.830000000000000000e+09,0.000000000000000000e+00
4.840000000000000000e+09,0.000000000000000000e+00
4.850000000000000000e+09,0.000000000000000000e+00
4.860000000000000000e+09,0.000000000000000000e+00
4.870000000000000000e+09,0.000000000000000000e+00
4.880000000000000000e+09,0.000000000000000000e+00
4.890000000000000000e+09,0.000000000000000000e+00
4.900000000000000000e+09,0.000000000000000000e+00
4.910000000000000000e+09,0.000000000000000000e+00
4.920000000000000000e+09,0.000000000000000000e+00
4.930000000000000000e+09,0.000000000000000000e+00
4.940000000000000000e+09,0.000000000000000000e+00
4.950000000000000000e+09,0.000000000000000000e+00
4.960000000000000000e+09,0.000000000000000000e+00
4.970000000000000000e+09,0.000000000000000000e+00
4.980000000000000000e+09,0.000000000000000000e+00
4.990000000000000000e+09,0.000000000000000000e+00
5.000000000000000000e+09,0.000000000000000000e+00
5.010000000000000000e+09,0.000000000000000000e+00
5.020000000000000000e+09,0.000000000000000000e+00
5.030000000000000000e+09,0.000000000000000000e+00
5.040000000000000000e+09,0.000000000000000000e+00
5.050000000000000000e+09,0.000000000000000000e+00
5.060000000000000000e+09,0.000000000000000000e+00
5.070000000000000000e+09,0.000000000000000000e+00
5.080000000000000000e+09,0.000000000000000000e+00
5.090000000000000000e+09,0.000000000000000000e+00
5.100000000000000000e+09,0.000000000000000000e+00
5.110000000000000000e+09,0.000000000000000000e+00
5.120000000000000000e+09,0.000000000000000000e+00
5.130000000000000000e+09,0.000000000000000000e+00
5.140000000000000000e+09,0.000000000000000000e+00
5.150000000000000000e+09,0.000000000000000000e+00
5.160000000000000000e+09,0.000000000000000000e+00
5.170000000000000000e+09,0.000000000000000000e+00
5.180000000000000000e+09,0.000000000000000000e+00
5.190000000000000000e+09,0.000000000000000000e+00
5.200000000000000000e+09,0.000000000000000000e+00
5.210000000000000000e+09,0.000000000000000000e+00
5.220000000000000000e+09,0.000000000000000000e+00
5.230000000000000000e+09,0.000000000000000000e+00
5.240000000000000000e+09,0.000000000000000000e+00
5.250000000000000000e+09,0.000000000000000000e+00
5.260000000000000000e+09,0.000000000000000000e+00
5.270000000000000000e+09,0.000000000000000000e+00
5.280000000000000000e+09,0.000000000000000000e+00
5.290000000000000000e+09,0.000000000000000000e+00
5.300000000000000000e+09,0.000000000000000000e+00
5.310000000000000000e+09,0.000000000000000000e+00
5.320000000000000000e+09,0.000000000000000000e+00
5.330000000000000000e+09,0.000000000000000000e+00
5.340000000000000000e+09,0.000000000000000000e+00
5.350000000000000000e+09,0.000000000000000000e+00
5.360000000000000000e+09,0.000000000000000000e+00
5.370000000000000000e+09,0.000000000000000000e+00
5.380000000000000000e+09,0.000000000000000000e+00
5.390000000000000000e+09,0.000000000000000000e+00
5.400000000000000000e+09,0.000000000000000000e+00
5.410000000000000000e+09,0.000000000000000000e+00
5.420000000000000000e+09,0.000000000000000000e+00
5.430000000000000000e+09,0.000000000000000000e+00
5.440000000000000000e+09,0.000000000000000000e+00
5.450000000000000000e+09,0.000000000000000000e+00
5.460000000000000000e+09,0.000000000000000000e+00
5.470000000000000000e+09,0.000000000000000000e+00
5.480000000000000000e+09,0.000000000000000000e+00
5.490000000000000000e+09,0.000000000000000000e+00
5.500000000000000000e+09,0.000000000000000000e+00
5.510000000000000000e+09,0.000000000000000000e+00
5.520000000000000000e+09,0.000000000000000000e+00
5.530000000000000000e+09,0.000000000000000000e+00
5.540000000000000000e+09,0.000000000000000000e+00
5.550000000000000000e+09,0.000000000000000000e+00
5.560000000000000000e+09,7.552995104512646996e-02
5.570000000000000000e+09,1.823031411559324355e-01
5.580000000000000000e+09,2.877797213038384982e-01
5.590000000000000000e+09,3.919908050388182796e-01
5.600000000000000000e+09,4.949663992706194726e-01
5.610000000000000000e+09,5.967354561354336617e-01
5.620000000000000000e+09,6.973259218590761588e-01
5.630000000000000000e+09,7.967647828230028928e-01
5.640000000000000000e+09,8.950781090231340054e-01
5.650000000000000000e+09,9.922910950965797561e-01
5.660000000000000000e+09,1.088428099077789701e+00
5.670000000000000000e+09,1.183512679033269732e+00
5.680000000000000000e+09,1.277567627712711928e+00
5.690000000000000000e+09,1.370615005344029580e+00
5.700000000000000000e+09,1.462676170690354605e+00
5.710000000000000000e+09,1.553771810478355331e+00
5.720000000000000000e+09,1.643921967299319498e+00
5.730000000000000000e+09,1.733146066077126735e+00
5.740000000000000000e+09,1.821462939190549246e+00
5.750000000000000000e+09,1.908890850331154798e+00
5.760000000000000000e+09,1.995447517172411978e+00
5.770000000000000000e+09,2.081150132920385865e+00
5.780000000000000000e+09,2.166015386811583454e+00
5.790000000000000000e+09,2.250059483619085476e+00
5.800000000000000000e+09,2.333298162223980121e+00
5.810000000000000000e+09,2.415746713305342741e+00
